city,state,date,PM2_5,PM10,NO2,SO2,CO,O3,AQI,AQI_Category,temperature,humidity
Guwahati,Assam,2022-01-30,129.80058781015362,210.05121381486543,31.60245953655302,11.807618538519613,0.8061735342519507,132.93199593393987,395.2187749440061,Very Poor,10.938772377459584,62.358711523220336
Nagpur,Maharashtra,2022-11-17,89.56502649960325,210.8974288089929,11.41803134845262,18.52580838021776,0.8228451885996256,48.28428637012798,403.8935427932973,Severe,21.77241810520222,71.37676527792998
Lucknow,Uttar Pradesh,2022-07-15,73.77709748000578,118.48767611252552,31.60245953655302,18.235313113689216,0.4194260661244748,18.69886491403113,307.6504964916241,Very Poor,33.77489241731488,77.54394799380869
Jaipur,Rajasthan,2021-06-17,105.45350486903185,79.9466935422115,23.792740343709763,20.226679287905124,0.1464237008738097,27.671427239888253,439.7411153038627,Severe,33.26620022457226,52.714738052112175
Ghaziabad,Uttar Pradesh,2022-04-20,28.49709508362588,43.42421461544055,31.60245953655302,18.539517777403677,0.5721588411813578,40.04844215172848,118.8328864987199,Moderate,31.337546363662742,42.01942992326571
Guwahati,Assam,2021-05-04,89.56502649960325,191.02764919489607,42.82582215389554,2.2344985317023114,0.2638078840145554,44.54668307515822,349.0254726969773,Very Poor,39.43012988117359,31.287919037812216
Bhopal,Madhya Pradesh,2023-07-08,46.64841036028287,156.2098339094742,5.991910378479656,13.11197396646616,0.5721588411813578,26.051701625408807,194.52387120237955,Moderate,26.012344652584883,85.69670775252389
Guwahati,Assam,2021-08-25,119.71535520032666,299.6151637402808,45.739592610832894,24.88544437160904,0.4739989713101324,27.026270401451427,395.2187749440061,Very Poor,28.664790054293697,89.67638851012444
Guwahati,Assam,2022-10-08,111.3543201357712,220.0907337200044,31.60245953655302,33.96782911415153,0.3468168570550987,26.65761748075769,464.3475149661659,Severe,28.29416657374443,71.0491585717569
Allahabad,Uttar Pradesh,2022-10-27,81.4864720721194,284.37593856730643,54.43499301459247,21.885853401596428,1.3769310348407062,40.04844215172848,339.7985885407379,Very Poor,28.29416657374443,62.339618167645376
Patna,Bihar,2022-09-22,34.49056888140466,217.96899048844023,31.60245953655302,27.31702815310908,1.054452943417782,151.39218311799377,143.82567223545743,Moderate,28.29416657374443,70.41077909367827
Faridabad,Haryana,2023-01-09,89.56502649960325,267.29766000684566,22.12207668892864,13.541550235696405,0.5721588411813578,64.24071107813788,538.855661558616,Severe,19.39396020244413,64.00161296572202
Allahabad,Uttar Pradesh,2022-07-08,88.57224230191261,191.02764919489607,31.60245953655302,15.260452678713431,0.0718865435338647,32.88827039742936,395.2187749440061,Very Poor,28.626657175166788,89.06671796021432
Patna,Bihar,2022-03-03,40.01513417013791,198.9060878618329,64.0566796476136,6.7488854092108825,0.9180013762856972,36.64304183471731,395.2187749440061,Very Poor,29.670768746904223,58.20800597098611
Bhopal,Madhya Pradesh,2022-11-20,89.56502649960325,223.8029192004561,11.87971683099072,28.611824730171254,2.44660407051418,38.216527872464326,320.96114302190324,Very Poor,27.63883062516312,47.023074610341936
Delhi,Delhi,2022-11-21,182.7026488722169,355.1273591159581,2.443491351218057,13.541550235696405,0.3981880830097597,30.427278419576208,761.8700457971446,Severe,10.24288220023583,45.13580284510819
Bhopal,Madhya Pradesh,08/06/2021,213.28874753005036,289.26571790305894,31.60245953655302,15.363890855711228,0.5721588411813578,14.13666976101322,395.2187749440061,Very Poor,37.85653642747924,60.47704415708054
Nagpur,Maharashtra,2022-03-10,141.92269100814448,132.03612266536788,50.71463467802248,23.054283357658854,0.8878774462323045,40.04844215172848,395.2187749440061,Very Poor,36.05971702374002,58.496242658646416
